Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,up,direction
01-17-17,118.339996,120.239998,118.220001,120,34439800,119.481976,114.829177,117.3335000,119.8378230,Increasing
01-18-17,120,120.5,119.709999,119.989998,23713000,119.472017,114.8387430,117.5348330,120.2309240,Decreasing
01-19-17,119.400002,120.089996,119.370003,119.779999,25597300,119.262925,114.8696970,117.6926670,120.5156360,Increasing
01-20-17,120.449997,120.449997,119.730003,120,32597900,119.481976,114.8577540,117.8435000,120.8292460,Decreasing
01-23-17,120,120.809998,119.769997,120.080002,22050200,119.561633,114.8653690,118.0005,121.1356310,Increasing
01-24-17,119.550003,120.099998,119.5,119.970001,23211000,119.452107,115.0726200,118.186,121.2993800,Increasing
01-25-17,120.419998,122.099998,120.279999,121.879997,32377600,121.353858,115.1704460,118.4465000,121.7225540,Increasing
01-26-17,121.669998,122.440002,121.599998,121.940002,26337600,121.413604,115.1235670,118.687,122.2504330,Increasing
01-27-17,122.139999,122.349998,121.599998,121.949997,20562900,121.423555,115.1902360,118.9356670,122.6810980,Decreasing
01-30-17,120.93,121.629997,120.660004,121.629997,30377500,121.104937,115.42384,119.1636670,122.903493,Increasing
01-31-17,121.150002,121.389999,120.620003,121.349998,49201000,120.826147,115.8501020,119.4121670,122.974231,Increasing
02-01-17,127.029999,130.490005,127.010002,128.75,111985000,128.194203,114.9879570,120.0623330,125.1367100,Increasing
02-02-17,127.980003,129.389999,127.779999,128.529999,33710400,127.975152,114.7271750,120.6860000,126.6448250,Increasing
02-03-17,128.309998,129.190002,128.160004,129.080002,24507300,128.522781,114.7062560,121.3051670,127.9040780,Increasing
02-06-17,129.130005,130.5,128.899994,130.289993,26845900,129.727549,114.5827170,121.924333,129.2659490,Increasing
02-07-17,130.539993,132.089996,130.449997,131.529999,38183800,130.962201,114.2978910,122.5528330,130.8077740,Increasing
02-08-17,131.350006,132.220001,131.220001,132.039993,23004100,131.469994,114.1945210,123.1976660,132.2008120,Increasing
02-09-17,131.649994,132.449997,131.119995,132.419998,28349900,132.419998,114.2284080,123.826166,133.4239240,Increasing
02-10-17,132.460007,132.940002,132.050003,132.119995,20065500,132.119995,114.4940040,124.4986660,134.5033280,Decreasing
02-13-17,133.080002,133.820007,132.75,133.289993,23035400,133.289993,114.8207980,125.2051660,135.5895340,Increasing
02-14-17,133.470001,135.089996,133.25,135.020004,32815500,135.020004,115.1757180,125.9534990,136.7312800,Increasing
02-15-17,135.520004,136.270004,134.619995,135.509995,35501600,135.509995,115.5450350,126.7234990,137.9019630,Decreasing
02-16-17,135.669998,135.899994,134.839996,135.350006,22118000,135.350006,116.2032990,127.5043330,138.8053660,Decreasing
